X_Coord,Y_Coord,Tx_0 RSSI_Avg,Tx_1 RSSI_Avg,Tx_2 RSSI_Avg,Tx_3 RSSI_Avg,Tx_4 RSSI_Avg,Tx_5 RSSI_Avg,Tx_6 RSSI_Avg,Tx_7 RSSI_Avg
0,0,-60.43080242747975,-66.15575471470153,-74.276345919988,-72.18126228657846,-70.74092635505495,-79.2644214968646,-84.73756464927936,-77.60024139134272
0,0,-60.795136616838235,-69.04098937284394,-76.60712969471633,-72.38715502140877,-71.65260842561581,-79.87432703940662,-81.96418731148339,-75.54688661560111
0,0,-61.12282342498135,-68.42208356509346,-72.8461816098355,-76.48700850832374,-71.25274261065107,-80.36666477111774,-80.57210191092439,-75.86076257093009
0,0,-60.307473428592345,-65.3066516642894,-73.43288894967678,-74.16034598451617,-70.96496292358376,-82.55874200395621,-79.7007075826171,-74.82252633015983
0,0,-63.50712969471634,-67.48506768215405,-75.1860633731474,-75.02894856689022,-71.3801618070532,-79.72659517719029,-85.01801124470612,-77.96908661891483
0,0,-59.05218686060226,-69.44684894681146,-72.20759275271287,-72.17479750115938,-70.41570436131423,-76.58708990658641,-81.96242738259151,-79.49634331082977
0,0,-59.21192061311757,-67.15274261065107,-75.37089798261269,-73.3841193329091,-72.17553300735742,-79.83607852390338,-80.92270156088135,-77.75845357120959
0,0,-61.56852997133667,-67.1073027745916,-72.85765559182614,-75.05351122963945,-70.90895327698678,-81.76187089382893,-81.1323710279809,-77.66087755498332
0,0,-63.43567114378952,-68.21797213340407,-74.18224334916889,-74.30752531042005,-70.25859857326927,-78.8580383649224,-83.199844626771,-78.58208751887618
0,0,-61.64000987936683,-66.89545884099819,-71.73399944707893,-74.34847591547265,-70.59849265802055,-78.17782266925322,-81.2160632356089,-76.8599363854078
0,0,-59.32337418184089,-67.56730645035755,-75.52254029513381,-75.23714459051655,-75.87090514400425,-79.8171328604502,-81.03938248894491,-76.76761114220604
0,0,-62.536613734177806,-67.40618714340735,-73.85594557917628,-72.59302542211331,-73.05075826801706,-75.91229169343681,-85.93884350839913,-74.9088391515577
0,0,-58.655634886226636,-68.25660654466073,-72.38912786928223,-71.52559380358106,-69.12656359079693,-80.78470011589636,-81.35912444505061,-76.25537428722176
0,0,-61.86662795469711,-68.01343704747634,-69.43849132892491,-70.90365048108238,-72.75797842933295,-78.4044629607186,-82.7177400419935,-73.95587763468514
0,0,-62.514523444863514,-63.9496540129019,-71.99510743706995,-75.50020088142908,-73.29357006235266,-77.51252508335389,-80.74356359183072,-78.43848614874321
0,0,-60.96087755498331,-68.31628893741409,-73.01489781482785,-76.7099714350372,-70.6370308865416,-82.00952624913775,-81.15864989335225,-75.85895327698678
0,0,-57.23404091595043,-67.0481053650683,-70.40303331125737,-70.78357809395683,-70.0011889751824,-81.5914980129239,-82.43608407062048,-73.59607186768199
0,0,-61.60077682197171,-67.0103806637057,-73.85466785197117,-73.6337627596613,-72.96321945487345,-79.81764839407157,-80.68099503850448,-77.40046898221074
0,0,-58.26041313425364,-67.63712055057496,-72.69423158794686,-68.7889290156664,-71.1719199115399,-80.6228189991151,-82.37904225354661,-75.05174129989064
0,0,-59.607696381764924,-66.81444249808351,-75.9926430938596,-75.22808658287609,-72.94398758001033,-76.44771984127149,-81.05202815783962,-79.61923506675235
0,0,-57.87350498369942,-63.82225844076581,-73.45544823113669,-75.2357925436632,-66.50387758134042,-78.75626726754705,-82.97675893581697,-77.12295780448795
0,0,-61.39443175679962,-71.0920662864564,-74.23052938576845,-74.62884906506387,-71.3190737502623,-78.33079248543876,-81.69726976452317,-78.34050497534612
0,0,-59.98434484506488,-65.89431911842667,-74.70521195514226,-74.59529223559372,-70.33520078077173,-79.72405900085606,-83.660654246677,-74.40992153313968
0,0,-61.148995621184,-69.41689168137744,-72.17000223178024,-77.79448615812451,-73.98344671866916,-76.46640395047461,-84.3282739599905,-76.98415372896282
0,0,-58.069534343264635,-68.93353698242396,-73.55285103992881,-73.91806295791051,-73.84103846143849,-79.29866418409347,-80.19480938786624,-76.79535935985398
0,0,-62.94638016838849,-67.93991327844499,-73.1995221625883,-74.92204075620904,-73.51231105770232,-77.67495960661599,-84.75260700475204,-76.45618714340735
0,0,-58.55973981547433,-65.10877459854082,-72.87108924531097,-71.35657887678107,-71.30160555040203,-76.61912766044097,-81.24051836432854,-77.3072260141117
0,0,-59.290523420867075,-70.23849986264642,-70.10094180924602,-74.271278236976,-68.56961213981967,-76.36165703059838,-81.31355328226778,-77.7822433491689
0,0,-61.16744184425511,-67.18031514740703,-70.6429402894231,-76.69282708536917,-68.36606658611458,-78.80907124506282,-82.24469331316111,-79.09343273932627
0,0,-57.443657205608815,-63.74979215140996,-70.88507224389456,-76.66707422441598,-71.74863699373805,-81.18502064357952,-84.21148980089335,-76.29423158794687
0,0,-60.01236490821006,-69.1769527184498,-72.66214051235006,-74.62297791249148,-73.5772703739469,-79.08011333851842,-85.28812259115946,-72.886144340657
0,0,-61.13188143262181,-67.56237558687995,-75.5872666004465,-77.5774399996272,-68.64607186768198,-83.54708303231106,-82.44225036739356,-79.12254029513382
0,0,-65.42784021350708,-67.51958702272894,-75.1860633731474,-73.46564382160044,-70.30973981547433,-79.56712754505809,-80.19480938786624,-77.52899517026098
0,0,-56.097352423790866,-69.1092628933732,-77.70198665903182,-76.48389125253723,-73.74617747682579,-80.84475448597482,-80.67550581822437,-76.23001946652097
0,0,-60.53198283305403,-69.88344671866916,-72.42337418184088,-75.16371672910432,-73.11939559304976,-79.50733467655661,-82.89746909414642,-76.13570753173953
0,0,-58.19470562642442,-70.54809705570031,-72.66314311573161,-75.15176189961917,-73.4884861487432,-78.17863680573195,-87.04297356597989,-74.46230064579757
0,0,-61.86160729332383,-63.980454597733655,-71.65464841215585,-77.96314373926003,-73.73666766009715,-76.55575295311088,-84.93115299670694,-77.63622950132185
0,0,-59.8482322897306,-67.64220934078803,-73.26947220388836,-75.21359309263674,-74.05583144045421,-78.78600400785317,-79.28627880648634,-76.71475195805554
0,0,-57.1511307148089,-71.1675995961898,-74.89955969586377,-72.52792378207269,-71.04830129708998,-82.01689716063073,-84.55273003981408,-76.66941740395382
0,0,-60.16947220388836,-69.04089244558894,-71.12261012722983,-74.75741697882405,-70.04643872528135,-80.60546403932382,-80.78734047026127,-76.47802664649444
0,0,-59.99928069077663,-68.0009558183739,-72.07670160320389,-76.69584050242094,-68.1022181615267,-77.99416651740316,-83.68640302541918,-79.47892593119778
0,0,-60.734804010855584,-65.71474759915478,-74.18224334916889,-79.53310337140182,-72.41836184917435,-80.35952193697348,-84.57326319880384,-76.44873596610789
0,0,-61.02933977527704,-66.34176870316676,-70.17807569786763,-73.07255951135848,-72.45046898221074,-75.43123990564733,-81.35369755320826,-77.48993138309164
0,0,-60.073348068430874,-65.99923185803063,-75.3202993333387,-70.8958994945004,-74.14407823946041,-77.60403520137982,-82.33583027917243,-78.09443175679962
0,0,-62.25571049162917,-67.76399217596287,-74.32408347530945,-75.1560974356255,-70.51863946066676,-80.84475448597482,-81.51154038296517,-74.57404550017858
0,0,-57.813979101842264,-65.77478268748416,-74.89955969586377,-73.50571648263609,-70.38399944707893,-77.4052319422139,-81.026406482141,-76.98991327844499
0,0,-61.42970304473039,-68.25032308455891,-73.52516287322496,-76.3126236889349,-70.78960781354124,-79.72001150385978,-83.42754422164998,-80.849740719289
0,0,-60.59207027184361,-67.15517312019847,-75.20814471201683,-74.86120873707102,-71.54939958680782,-79.45527802309316,-81.36311683707856,-76.46002602751565
0,0,-61.97449432779004,-67.90870158667124,-72.59576071592484,-75.3184826127682,-70.14350888559034,-78.68874312580824,-81.69411598012607,-75.82553811973506
0,0,-59.15895327698678,-68.52105588609837,-70.30563093257462,-73.50336852296303,-72.34332838792103,-81.59227166621848,-78.2371135949894,-81.27630689931323
0,0,-57.443657205608815,-70.87556392972773,-75.10406221999864,-71.89223445565692,-71.82330931895056,-80.6592119516808,-79.23915658130183,-76.8168139260086
0,0,-61.60077682197171,-64.35622307846879,-75.35945219572636,-75.17350505681085,-69.73417178914735,-79.50733467655661,-80.97526523993594,-78.82348403929582
0,0,-60.8307108834199,-66.42118465785579,-70.00291256945758,-74.76172539889096,-71.2658847267923,-79.8609830425007,-81.82158235956543,-74.76953434326464
0,0,-58.786958836481574,-66.23736621778346,-69.80873574779415,-77.71898324854696,-71.16603549162117,-79.03618458494041,-81.07073187877047,-75.30469695161817
0,0,-60.22936649871947,-64.24433605158916,-73.46105342448583,-73.06775318452301,-72.6548432792433,-78.8580383649224,-82.24469331316111,-79.21561897336505
0,0,-57.23404091595043,-64.10612272989425,-70.15233584934441,-74.14547372091694,-70.56415513966829,-79.81084940034839,-80.12331833095607,-74.94123701418805
0,0,-62.70501511094497,-71.42419057398615,-71.07973647766369,-74.77923588945124,-70.80274625141271,-79.67719229672579,-82.96744652810042,-75.20617803035067
0,0,-58.505754714701524,-67.29661122080654,-72.46959078832079,-74.71248917200644,-73.01908661891483,-79.290493173926,-84.58482385584725,-74.3566516642894
0,0,-62.91287280362677,-69.50511218369013,-74.72139718167496,-74.21253118605424,-67.84735242379087,-75.56274447731617,-81.67858727978424,-78.58208751887618
0,0,-61.596323862033515,-68.89162047533031,-74.29398758001032,-73.58846951347654,-73.14153046965582,-79.76158677018903,-80.09270083279665,-76.24574095175757
0,0,-61.855112183690125,-71.33922300022978,-76.82951849313743,-74.31976073592718,-71.47716779596021,-81.41788684682965,-82.04549316658742,-75.77323042667383
0,0,-62.556235337133316,-67.1055983523266,-69.6506483946317,-76.69282708536917,-72.96321945487345,-78.81938935153472,-81.83202397418258,-77.21403299870177
0,0,-57.74250928423051,-66.47389004726496,-70.09251803997174,-75.99815337130798,-71.23906993160406,-75.3671413416552,-79.21835875542273,-74.41784370839468
0,0,-57.95324835918673,-69.8702993333387,-72.13960781354123,-69.00461065358034,-67.84979215140996,-79.37046270119728,-81.82704733037237,-73.59607186768199
0,0,-60.67741630670682,-67.84842674844234,-74.7007768219717,-78.4647287677204,-72.26218802054048,-78.49382738246877,-80.24452722500833,-76.34644852620006
0,0,-62.31619753333713,-67.22301172054333,-72.97384423333776,-73.54101978821798,-75.47951849313743,-78.25434778103416,-82.37904225354661,-79.49899993334827
0,0,-59.14852466815883,-66.59964402183518,-77.28204636972622,-72.13740164604503,-68.82219798674609,-81.19719397588663,-84.49703688088802,-78.46409813433952
0,0,-60.08813786830399,-67.21214051235008,-71.94849265802054,-73.9465747327559,-68.59211698809976,-78.30750888061651,-83.37744069132404,-75.97885617501436
0,0,-61.23054053096121,-67.59398922399123,-70.1557836643506,-73.00709660396643,-68.54424526634213,-77.68161454938993,-80.75674335931822,-78.07503516676672
0,0,-56.88041303949392,-65.05860134465149,-75.05354415239674,-72.69046393866647,-72.43855513822629,-78.4044629607186,-78.56133435678449,-77.34633537316148
0,0,-59.26788716095787,-66.49688661560111,-72.85765559182614,-73.01582824938586,-73.96643579096256,-80.51128458380654,-79.84949474234189,-73.85808150656578
0,0,-61.00555668720875,-67.08570753173953,-77.28204636972622,-77.43803794655868,-71.72644170061932,-78.87214601317366,-78.76632067956857,-78.92260499167482
0,0,-62.74507401106561,-68.19421718672076,-72.60517312019846,-73.14005097724305,-74.03594033808537,-79.26212688821381,-82.41384954258606,-77.51058236487282
0,0,-57.25131571888633,-68.93353698242396,-73.25281762193865,-75.49969491469436,-71.31214051235007,-80.4261899159518,-84.07187862180893,-80.26769241851977
0,0,-62.25571049162917,-68.13370718390509,-72.02268758024925,-74.94494298181513,-71.68095540263513,-78.54822660281809,-85.6187470464147,-77.04983446499237
0,0,-61.452906615810036,-64.94783138665744,-70.98871121474814,-75.92102355650997,-71.80508282662143,-75.30598580676063,-80.84573042315392,-75.82603613544474
0,0,-57.192930072377806,-64.67798266267498,-74.76416474571663,-75.78696638617778,-71.40753407806716,-78.77266682813955,-80.97242138136819,-76.89842674844233
0,0,-61.76409813433952,-66.06302103993576,-74.06514668401663,-75.55177821725889,-73.3087116643857,-80.82519331420647,-81.41631068850184,-74.92739799973405
0,0,-60.61264969874951,-66.66203032217472,-77.74807858987872,-73.83920109617583,-71.65789521870423,-79.07133056073862,-83.60304827879825,-79.12491714819583
0,0,-60.7725025835049,-70.54264309385961,-72.61588472679229,-73.98512917590384,-71.90863033534009,-78.83998740343476,-87.04297356597989,-76.68458033839629
0,0,-61.5587116643857,-68.13896850976464,-73.09937372746198,-74.3954664716247,-72.5807108834199,-79.1135430611222,-82.6361061612826,-78.81815718918058
0,0,-60.998121457582386,-63.50234081463738,-75.42195864602094,-75.42897954964499,-70.0069464607294,-79.03703958203592,-83.6140260768628,-77.12553300735742
0,0,-60.00668082758381,-66.23520078077173,-70.11684004746587,-70.9331373050443,-71.26140618798743,-79.15093685564887,-83.7470484112221,-77.2637159732434
0,0,-58.06474759915477,-72.91285864066306,-74.67493459503038,-71.97876814159416,-75.22217684173246,-78.44480922730104,-82.03967838720999,-81.04005093292325
0,0,-60.60032308455891,-68.75094661481128,-74.6831206588669,-75.34558142750296,-69.4066516642894,-78.93504841057913,-81.2160632356089,-77.2094851880703
0,0,-61.77889107975787,-64.99522663732141,-72.9066248149769,-68.85914073923516,-75.65983852270408,-81.25090652934955,-83.21210013443697,-78.90736053104017
0,0,-62.70501511094497,-65.99923185803063,-75.35945219572636,-73.33762736476866,-71.75649391691198,-79.17559265655277,-79.52245033101727,-75.46863946066676
0,0,-62.49707244828244,-65.94952513790462,-75.23951943770983,-77.1842030034842,-73.12751304537171,-75.96221840454554,-81.75473493650873,-75.20617803035067
0,0,-60.125764275799725,-63.74466769011782,-72.3306030978565,-73.91188797287164,-71.69041053985939,-77.0840312994889,-81.99698181407369,-81.76119792509972
0,0,-61.02759420494634,-67.68650693779422,-73.76123435100348,-73.72416542185222,-71.69398922399122,-76.10095189964154,-84.48168346223507,-80.38922300022978
0,0,-65.26285864066305,-69.75814471201684,-73.6362300411879,-76.70648607594208,-73.34632386203351,-82.01689716063073,-87.07588827687353,-73.3684209447858
0,0,-59.608863035745244,-68.77606732422606,-74.20713823176615,-72.73926260497367,-69.10426208583131,-79.3390086774377,-85.98426626285647,-73.9286088452919
0,0,-58.2088391515577,-62.54934749568561,-69.90288469400095,-72.39784682045135,-73.73666766009715,-76.46184203467581,-81.6990308735406,-73.89694676738176
0,0,-60.98217630442517,-71.13350409299278,-72.30605458683915,-70.95247676735386,-68.78397348604575,-77.68161454938993,-84.16925700084713,-74.85526493994098
0,0,-60.01236490821006,-66.89054301046991,-71.40091616796464,-73.80844287530779,-74.69420167851017,-78.36947959277626,-83.80269211148178,-76.47483021479832
0,0,-61.986667660097154,-66.80370570962283,-74.23769071764676,-75.2124013896609,-70.11417123980047,-77.63318693996743,-81.62561994365345,-78.6395527377486
0,0,-59.01203032217471,-67.16140618798744,-76.63416065415755,-75.86377843182161,-73.82652306703952,-76.90678950673808,-84.58043841600491,-78.43469625411015
0,0,-57.30303331125738,-64.6783123877697,-73.73137553919997,-77.87945373188089,-71.27849960176655,-79.24858089664977,-85.32760677635602,-78.82348403929582
0,0,-57.78507224389456,-69.1092628933732,-72.24852466815882,-72.56129805210942,-71.65260842561581,-78.2713651863291,-82.4149155701734,-74.44250928423051
0,0,-62.65642530933147,-64.85067496175607,-68.01222027217898,-72.36220961862414,-74.33756392747443,-81.13082121756337,-83.34020739734821,-80.14185242450851
0,0,-56.88041303949392,-67.64928069077664,-73.42093803579021,-74.35633653322157,-70.04952513790461,-77.24266480393977,-83.38109621689324,-73.59168172365105
0,0,-62.63054028905026,-64.00531430471581,-74.9272720882136,-74.63132645431038,-71.78378956750065,-79.88449904734598,-80.19480938786624,-75.5425056583592
0,0,-58.50859857326927,-66.06302103993576,-71.78017496334002,-76.492944905464,-70.16302103993576,-78.4428905226634,-80.52038414357625,-77.53004366304955
0,0,-59.51267479943705,-66.74698256482704,-71.87416603435659,-76.03998293855263,-76.10946560982566,-79.17630411538946,-85.07849793505052,-72.62423835650037
0,0,-61.489122379721834,-70.59420167851017,-76.78922300022977,-71.00133502557672,-73.5772703739469,-77.71576951380987,-79.48350671413255,-78.24606157071986
0,0,-56.23379515876758,-66.33175454853739,-72.65609524257425,-73.78759650608798,-68.49171859555094,-77.14845924130483,-80.66971410186886,-72.9996540129019
0,0,-59.75833030739305,-68.17606329641565,-72.83694691531176,-74.41640741495124,-73.70608711329332,-79.57070260793817,-83.8502414962472,-79.05307122951726
0,0,-61.934719780657886,-69.01742892839576,-72.58906993160406,-75.04149265921659,-73.37139718167496,-78.01784347789489,-81.8855773062806,-77.90893270191097
0,0,-60.353986303634656,-72.5130359505117,-74.8384861487432,-72.15517932066102,-73.97204833556049,-75.68708485374692,-82.43970093674241,-76.71236490821006
0,0,-59.234282911511556,-69.38469625411015,-72.93122303635792,-75.28696879636935,-73.42832897456876,-79.87888816496383,-86.00119484767019,-78.65354415239675
0,0,-58.01083020545812,-65.42786055834166,-71.3995251379046,-76.3142184107689,-70.09923185803062,-78.23869595519768,-82.77794248932653,-73.49063633660566
0,0,-60.20808152881614,-66.77755911722514,-71.5644332908265,-74.93651687069548,-71.30942494952586,-76.07701554570541,-80.67568328343312,-77.64604690101736
0,0,-63.63663036174273,-72.71119792509973,-71.91674045441069,-74.25230808764256,-73.54684894681145,-79.4887584607749,-80.7579747175843,-77.8774278526949
0,0,-57.376563590796934,-67.94020331372997,-69.19291823782613,-73.37315031885261,-73.43170322828304,-77.62354735572524,-83.82899887927599,-75.6117865394691
0,0,-62.19953458124523,-66.47659591003692,-71.39187842795383,-75.22516097558092,-69.42072803979396,-78.78600400785317,-82.99272996308231,-80.91914306826803
0,0,-56.79063633660566,-68.08107258580198,-73.75045672671122,-79.26199001986797,-72.54567148332035,-75.90794066669703,-82.5924309424664,-78.18565978963379
0,0,-59.37855209936811,-67.45729782489346,-69.96648922991592,-76.64187689207255,-68.20612272989425,-75.80486236737863,-84.85434841423593,-76.86585795310364
0,0,-61.36233221260932,-67.20160555040204,-73.84543346777029,-73.74974420356865,-73.278903954779,-81.66757546143323,-83.08611622206496,-76.34661122080654
0,0,-63.85788058136529,-70.44634331082977,-73.48835571443038,-77.64312764357817,-68.55288469400095,-78.40375069266722,-84.32686406651693,-79.16448633004028
0,0,-59.865952936480184,-71.55983852270408,-73.01526565219731,-70.84698175344568,-70.76203032217471,-78.10697648620138,-82.24149688146498,-76.20428828761578
0,0,-59.98727277007434,-65.87966135293716,-76.17893984558945,-74.6494803446155,-70.56633919304781,-78.72777267415333,-83.12312890766289,-75.06417123980047
0,0,-61.32371639175025,-67.12430279004319,-70.3286088452919,-72.82632665212269,-71.26724635836385,-75.41921020043408,-85.62510704149868,-81.85672686197323
0,0,-59.47210204302955,-65.80750143159243,-76.71372009065222,-73.68074084995843,-67.18856522284202,-77.41357375099167,-82.51597739731096,-77.3255522081139
0,0,-55.09794484665797,-67.33233334819325,-75.32260499167481,-73.9465747327559,-71.18860981567089,-76.03013845560915,-83.63410851092178,-73.65158076970968
0,0,-61.12282342498135,-68.88054053096121,-73.38268121440032,-72.66500297336907,-70.44198322668558,-76.24246366849701,-81.52990265990508,-73.59042558385207
0,0,-62.28594033808537,-71.55983852270408,-74.99289021341323,-76.07256106016138,-73.7876045513052,-78.10298409417342,-81.6296839893712,-76.77758360786196
0,0,-61.95592442502108,-67.41661531726587,-72.60643911298733,-75.68838381676164,-71.25517312019846,-80.00045769888112,-83.59731667925634,-78.90736053104017
0,0,-61.686672661084316,-70.35501511094498,-75.20814471201683,-76.88724145927429,-77.12859119208187,-78.94747323110124,-80.93775490026712,-77.53004366304955
0,0,-62.46448633004027,-72.11098539516699,-74.74050497534611,-74.18523001603126,-72.14961627222284,-78.15345993407986,-79.8535423343279,-77.57354073068154
0,0,-58.29643872528135,-63.858683884644606,-72.31192061311756,-74.72471271329303,-71.04830129708998,-76.84815512639952,-79.44899122970823,-79.35642530933147
0,0,-61.428057306032215,-67.41832868326449,-72.46745726699702,-73.8422100732065,-72.04872630676748,-79.96647189496576,-83.75020364909062,-74.85750143159242
0,0,-55.32896838383196,-67.09669358066535,-74.99289021341323,-70.89950842423687,-72.26062960220045,-81.5914980129239,-79.42819855592576,-76.67644170061932
0,0,-60.93622950132185,-65.8530474352022,-72.30046445458741,-73.33271247135414,-72.18310610940003,-76.44771984127149,-82.40267092753786,-75.46321603686015
0,0,-60.87354073068154,-70.09695744043147,-77.20874227394383,-75.22808658287609,-73.64289021341324,-78.66612466811607,-84.3282739599905,-79.09896503899532
0,0,-59.43860981567089,-69.39450083931894,-73.83317796010432,-74.271278236976,-73.3507768219717,-82.15472799429965,-80.27010789562146,-77.36836184917435
0,0,-59.1644424980835,-63.806615025865725,-73.43318837513024,-73.21433085197711,-71.8572680281595,-78.09755720233107,-83.92633610297727,-75.33399944707894
0,0,-58.76321603686014,-67.49823228973061,-73.15714585108562,-69.95760397253211,-68.66452284123237,-74.01357976698964,-83.19866613350648,-78.89953458124523
0,0,-60.12474495085863,-66.7901157992016,-73.09928069077662,-72.95214977349585,-72.10544823113669,-80.67315713437519,-83.87895934999229,-78.29792356068417
0,0,-58.291308050917635,-67.39618160983551,-75.06729790226663,-75.76942790361137,-72.09069517406205,-83.8586049056682,-83.99361938511646,-75.4857985474428
0,0,-57.63762881061004,-67.01745726699703,-71.3983587082746,-71.78473187428305,-69.73417178914735,-75.87894726057527,-82.70883256913902,-77.23623004118791
0,0,-60.42295780448795,-65.35992153313968,-73.88446981198824,-73.05020480740076,-70.52118465785578,-82.79718500468701,-81.28340712107736,-71.79794484665797
0,0,-62.14329249076165,-67.46279980001577,-74.24561987994034,-76.92219666955489,-70.05199876756441,-81.42911816759452,-82.5217494932881,-78.89953458124523
0,0,-62.42491714819583,-68.18623004118791,-71.07973647766369,-73.35072199889292,-71.89704492974782,-74.81628309456829,-82.8277200911525,-77.93054053096121
0,0,-57.71784370839468,-70.65039240142761,-75.31643579096256,-73.86740220390345,-68.1022181615267,-80.5495304860855,-81.75473493650873,-77.83065001258967
0,0,-59.89116956779719,-66.37106349422795,-72.70769638176492,-71.54728797146988,-71.90846614671482,-80.50864287736992,-82.15287982399184,-78.06233221260932
0,0,-60.7725025835049,-65.31099123877244,-75.59707244828243,-75.6488332202474,-76.7791468861634,-80.5077932013761,-82.09682847371987,-76.56911521577162
0,0,-61.06824189891611,-67.47565826915094,-73.70660654466072,-77.15710079362404,-70.96496292358376,-78.72777267415333,-82.50045623416732,-75.76323599323841
0,0,-59.0448737162985,-71.5078805813653,-74.5626308185857,-75.53332046392696,-71.41161969738418,-80.10492445723821,-83.29792037946741,-77.27957585274622
0,0,-56.70873574779415,-68.13896850976464,-69.30482100983254,-76.81918234327355,-71.62965613260795,-83.25999351822533,-83.2618032835049,-78.06742892839576
0,0,-61.05845357120958,-71.28663036174274,-71.9425056583592,-72.90049937247008,-72.14248451295929,-81.10341652920272,-83.15936772118923,-71.10354635571278
0,0,-57.86486037772195,-69.8702993333387,-73.75053223608776,-72.15898063480432,-71.14810536506829,-79.10860295706824,-82.19578542847438,-81.03655671652159
0,0,-57.30303331125738,-67.1915458356652,-75.69057734452619,-72.91179920659057,-72.04872630676748,-79.04559399794353,-83.81219194766062,-79.31988888846426
0,0,-58.80653604869583,-66.85605458683916,-72.79419809232893,-70.65591155252645,-70.57389004726495,-78.01784347789489,-82.33411431360189,-77.79632484481208
0,0,-59.193936644929124,-65.43697129776218,-74.29559244647743,-74.26428015431375,-73.11309533934147,-80.57795524418523,-79.65959673904447,-79.04170682642547
0,0,-61.12606732422606,-67.66236490821007,-74.12933977527703,-76.37616114050743,-75.5829172008661,-82.89974931601925,-83.12312890766289,-77.56496350548521
0,0,-57.74250928423051,-64.54042558385207,-72.63031514740702,-74.47916382829855,-70.0483587082746,-80.67019575210008,-83.6202621356562,-77.08529675703805
0,0,-59.58838889432894,-69.22816397997998,-73.06506634076328,-74.06643333708374,-76.90672686197323,-80.46318616792564,-82.75686998039663,-76.5911695677972
0,0,-61.36233221260932,-64.97055873499954,-71.64193872372961,-70.41626639256799,-72.67368540899548,-78.10697648620138,-85.02847773318791,-80.47419057398615
0,0,-56.186144340656995,-66.443976136833,-74.6070874702951,-76.16748395860574,-70.56415513966829,-75.91229169343681,-79.4676084759127,-76.674828436978
0,0,-60.20808152881614,-68.45703778432132,-73.15508282662142,-73.92204129193371,-70.04258366255661,-84.07356226630118,-80.49880515481696,-75.6767016032039
0,0,-57.052335849344416,-68.43316390013356,-71.44923185803061,-74.1176280661048,-70.30464841215586,-76.33722250880197,-83.38763417162464,-78.44450083931893
0,0,-57.6962631909486,-70.09695744043147,-73.39020331372996,-72.42593696148934,-70.71249002662827,-78.58989462383867,-82.81762248504056,-77.04983446499237
0,0,-59.0448737162985,-68.59824807174472,-72.42337418184088,-75.71993015631173,-72.79649874172443,-82.04381235760016,-85.24559259786444,-74.44250928423051
0,0,-63.67220009150189,-63.08856522284202,-74.248995621184,-72.34650017208278,-69.9530474352022,-80.39426952194229,-79.53325986760204,-74.57350498369942
0,0,-54.80305345120016,-70.51094010968936,-76.20757853605518,-76.29271680475131,-71.73727277007434,-77.89228086432686,-84.20136292077682,-79.91456891172696
0,0,-60.65045672671123,-67.18001946652097,-73.259016996419,-74.38941688685756,-70.49992064847923,-79.2453377782915,-82.15774448762137,-75.5425056583592
0,0,-59.865952936480184,-66.71323599323841,-73.10083047302038,-75.28696879636935,-75.33665868889753,-78.0371222258264,-84.68927165834148,-77.0601762921487
